27077	1027	10422	18	 46	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
19056	133	273739	9	 37	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
10078	475	450821	3	 10	 0	 85	0	0	0	0	 0	 0	 0	 0	 0	 0	 85
7336	25	2907	0	 1	 0	 107	107	0	0	0	 0	 0	 0	 0	 0	 0	 107
22555	84	153314	20	 40	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
48547	589	2974	133	 419	 1	 0	0	0	0	1	 0	 0	 0	 0	 0	 0	 0
46944	192	9302	45	 105	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
61906	482	644606	33	 130	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
41207	848	8628	27	 45	 1	 0	0	0	0	1	 0	 0	 0	 0	 0	 0	 0
46944	217	21984	45	 105	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
21540	30	4014	18	 36	 0	 20	20	0	0	0	 0	 0	 0	 0	 0	 0	 20
47399	430	4319	30	 127	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
37499	480	354796	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
19296	243	1820330	18	 38	 21	 82	0	66	0	21	 28	 0	 0	 0	 0	 0	 54
37499	480	358071	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
45335	45	84515	52	 125	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
23421	1346	297029	25	 64	 2	 25	4	1	0	2	 0	 0	 0	 0	 1	 0	 24
10916	518	1149635	10	 13	 171	 256	0	225	26	171	 0	 0	 0	 0	 9	 0	 247
24680	394	12020	23	 47	 1	 5	0	0	0	1	 5	 0	 0	 0	 0	 0	 0
56440	162	317405	106	 226	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
27040	382	2743	15	 84	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
20577	1778	529537	28	 42	 94	 299	62	331	0	94	 200	 0	 0	 0	 37	 0	 62
21534	29	21075	18	 34	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
51476	49	612	33	 99	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
12199	488	429700	16	 6	 37	 80	0	36	0	37	 0	 0	 0	 0	 0	 0	 80
12017	447	162843	17	 9	 45	 286	286	43	0	45	 0	 0	 0	 0	 0	 0	 286
40584	2228	367754	23	 42	 13	 52	31	0	17	13	 2	 0	 0	 0	 6	 0	 44
52224	914	489142	43	 97	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
51389	103	114344	120	 227	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
37499	480	180666	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
27483	352	969	11	 35	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
12564	33	29694	15	 24	 0	 1	0	0	0	0	 0	 0	 0	 0	 0	 0	 1
49317	425	409484	28	 94	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
37499	480	411256	32	 95	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
27077	941	6005	18	 46	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
19056	133	278213	9	 37	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
10078	480	565131	3	 10	 0	 83	0	0	0	0	 0	 0	 0	 0	 0	 0	 83
7336	25	2480	0	 1	 0	 51	51	0	0	0	 0	 0	 0	 0	 0	 0	 51
22555	84	147941	20	 40	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
48547	781	3770	133	 419	 0	 0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0
