330	 143	 59	 30	19082	534	401647	100755	1322	23	20	609	313
595	 313	 2	 5	24382	25	413	4	185	1	2	1	2
1099	 459	 28	 5	73226	389	425653	39139	6347	4	3	3995	3121
1072	 440	 101	 26	75189	1127	572359	95854	13541	21	16	3842	3745
164	 74	 67	 24	14385	532	795914	7014	5068	39	16	1465	541
544	 184	 14	 8	36451	158	39387	1973	833	13	6	1155	587
958	 333	 0	 0	54126	0	0	0	0	0	0	0	0
292	 124	 15	 5	19211	136	270214	14100	4581	0	0	0	0
722	 386	 60	 30	31913	641	479767	87909	3263	18	22	606	648
159	 76	 102	 47	14063	838	610822	175899	137332	32	31	14216	4367
641	 234	 6	 2	35188	67	94784	9362	3512	1	1	1170	1170
1105	 439	 189	 60	48255	1956	195055	64816	4639	54	30	1939	722
1002	 392	 157	 55	44996	1930	81680	21049	1494	34	35	477	416
316	 117	 27	 6	21702	268	410776	52572	7968	4	3	5476	3129
894	 441	 23	 3	59164	281	372029	30525	1974	4	1	2364	591
644	 226	 182	 26	50705	1815	690211	109032	1779	32	13	649	397
676	 199	 68	 6	34355	721	40242	5636	12	3	1	3	1
1026	 457	 19	 2	57683	107	123449	22538	4438	4	2	4372	2208
906	 395	 52	 5	55501	358	1130	189	13	1	1	1	1
402	 189	 49	 33	24107	374	268673	122912	7627	31	26	7001	2911
611	 237	 19	 5	36417	144	400878	92484	3624	4	2	3121	1679
341	 208	 6	 3	14486	34	74365	13206	4406	3	1	11364	2752
937	 334	 26	 2	54530	435	417723	19985	227	1	1	105	105
969	 374	 43	 10	72111	418	429634	97894	1452	10	7	256	275
780	 353	 75	 12	51922	510	103175	14391	7819	14	7	312	142
969	 374	 43	 10	72111	408	418371	93564	1359	10	7	191	253
969	 374	 43	 10	72111	420	443002	100557	1449	11	7	223	275
933	 367	 34	 5	70181	422	486135	38701	1412	8	3	2186	25
969	 374	 43	 10	72111	423	454273	103539	1472	11	7	248	284
969	 374	 43	 10	72111	419	439147	99780	1450	10	7	232	256
969	 374	 43	 10	72111	420	416320	94288	1398	10	7	256	264
1050	 477	 0	 0	73203	0	0	0	0	0	0	0	0
595	 168	 11	 1	30655	61	313900	12490	727	0	0	0	0
399	 230	 6	 8	16507	55	83528	7796	8912	4	5	4452	4453
814	 369	 13	 2	53824	74	666	174	210	3	1	32	1
1087	 409	 47	 9	69936	506	634039	111031	9954	9	4	7896	3813
754	 273	 174	 35	45372	1933	63790	9774	290	19	17	60	68
556	 321	 55	 30	22466	542	488889	100439	1446	20	24	334	227
814	 369	 41	 9	53824	286	40527	6341	3879	14	9	222	40
597	 318	 4	 10	24388	34	4631	217	346	3	9	47	328
675	 271	 20	 8	30733	144	44210	3625	493	14	7	372	296
326	 136	 111	 53	18330	971	26461	1220	402	39	40	114	91
670	 345	 46	 17	29807	457	38442	2015	2047	11	12	104	103
744	 376	 67	 46	32996	737	374955	35947	4368	27	34	511	83
1001	 434	 29	 3	55979	339	272227	14228	4677	2	2	976	976
322	 116	 70	 52	17310	662	214501	21214	13955	30	48	1820	1869
1032	 440	 90	 13	53446	1403	134443	17828	60	10	5	33	27
1032	 440	 68	 12	53446	1134	57525	7306	49	12	6	34	28
932	 392	 1	 1	58587	60	345	2	2	1	1	1	1
727	 280	 43	 6	42041	488	379695	39703	1737	3	4	773	775
727	 280	 43	 6	42041	488	619696	64187	2692	3	4	1456	1482
1004	 463	 8	 3	50742	59	79338	12647	5748	2	2	1149	3443
650	 323	 37	 6	29663	432	696548	72791	8809	3	1	9	3
618	 296	 104	 29	26871	904	11235	3774	196	29	16	80	40
515	 251	 4	 2	23630	50	62090	5644	3386	1	1	1128	1128
912	 373	 26	 0	46520	197	2065750	294790	0	0	0	0	0
1050	 477	 0	 0	73203	0	0	0	0	0	0	0	0
550	 203	 39	 9	32551	352	550104	88479	8004	7	4	1949	211
733	 292	 5	 2	51753	63	116853	8340	3113	0	0	0	0
966	 440	 23	 4	66529	216	147087	18134	1126	4	2	1985	997
824	 277	 58	 22	31940	412	380949	73008	3342	12	13	75	175
727	 375	 62	 28	35545	846	104300	10621	2834	18	20	1070	1385
779	 363	 9	 0	37285	139	198870	17663	0	0	0	0	0
849	 379	 130	 33	37186	1578	334714	22127	5867	18	15	618	499
285	 100	 48	 29	20433	793	79745	6491	5323	21	22	1443	1531
387	 122	 42	 4	19829	371	423746	71906	2795	9	3	5520	1316
496	 196	 74	 17	28667	779	671725	106545	12147	17	9	4763	1993
660	 260	 8	 1	36768	113	196221	3846	124	0	0	0	0
573	 234	 150	 26	30541	1216	651413	105288	9393	24	14	4610	1686
411	 220	 127	 50	23786	1247	735675	196684	158674	29	32	4358	4964
703	 267	 113	 33	44160	1331	991413	71084	14019	25	17	2948	1898
821	 365	 4	 0	31916	23	28181	7585	0	0	0	0	0
867	 417	 7	 4	58766	62	3620	59	16	4	2	9	5
230	 78	 53	 35	14087	511	424228	29383	12356	18	24	1892	2194
892	 409	 10	 4	60999	70	187032	27694	2097	3	3	1196	1495
703	 267	 41	 15	44160	301	147664	16518	11240	18	8	3256	1668
897	 406	 125	 37	47422	1124	44606	15304	595	18	9	1075	160
1081	 407	 0	 0	52213	0	0	0	0	0	0	0	0
943	 302	 27	 2	65874	439	342317	17116	253	1	1	114	114
959	 449	 229	 72	69567	2768	80685	16864	1499	27	28	201	73
207	 81	 55	 33	13856	465	151378	14232	9158	22	26	1757	1811
949	 330	 0	 0	70053	0	0	0	0	0	0	0	0
919	 433	 8	 1	47741	178	253374	5243	121	0	0	0	0
910	 425	 93	 30	59270	945	584889	98231	14280	19	19	4431	4839
796	 380	 205	 68	33550	2546	306579	56243	9099	50	37	3498	1423
616	 236	 94	 18	37538	896	198366	77740	332	24	13	338	189
727	 280	 43	 6	42041	488	359787	37259	1694	3	4	746	749
650	 233	 6	 2	41324	67	82315	8129	3047	1	1	1015	1015
583	 225	 165	 52	31035	1815	26867	8114	1214	22	27	727	1008
703	 267	 44	 13	44160	283	4667760	398431	330895	17	8	81033	63
38	 20	 16	 11	9597	146	33989	6436	3473	8	7	1664	1602
727	 280	 43	 6	42041	488	383866	39960	1681	3	4	784	793
557	 209	 2	 0	33984	10	10660	2132	0	0	0	0	0
499	 154	 109	 28	24796	1667	266043	30624	4256	17	12	433	311
677	 327	 108	 32	30180	1043	10422	2697	148	16	12	30	33
350	 136	 13	 2	22106	138	273739	12300	1086	2	1	2052	1026
117	 69	 53	 27	11684	513	450821	106336	1436	22	22	40	43
15	 9	 3	 6	8686	27	2907	655	836	3	2	215	108
625	 301	 7	 1	25295	86	153314	12064	1105	0	0	0	0
591	 307	 37	 22	29671	323	269140	32407	11997	17	20	3492	8297
963	 428	 47	 1	54058	604	2974	283	3	2	1	4	2
664	 211	 26	 2	30072	363	289665	14999	353	1	1	204	204
582	 133	 6	 2	50486	47	108328	15308	2355	2	1	2350	1175
454	 248	 35	 15	22065	258	1205391	393333	99322	18	9	62	76
984	 457	 185	 44	51896	2071	219231	28747	963	36	19	240	142
804	 375	 117	 47	34014	1304	401877	55964	15926	33	29	7923	9192
497	 183	 125	 34	24250	1485	229683	12582	15149	22	20	403	353
655	 245	 20	 1	37951	238	353723	25181	463	2	1	924	462
134	 51	 81	 25	13187	537	1157805	362219	28126	34	21	9482	10512
1031	 456	 8	 2	56752	128	292267	8098	1203	0	0	0	0
1038	 485	 9	 1	57712	139	274241	19108	3045	1	1	1015	1015
969	 374	 43	 10	72111	396	164450	35667	623	9	7	127	142
969	 374	 43	 10	72111	422	283155	63442	946	10	7	152	195
969	 374	 43	 10	72111	420	433980	95459	1497	10	7	251	303
894	 441	 23	 3	59164	281	389441	31704	2087	0	0	0	0
513	 281	 0	 0	21388	0	0	0	0	0	0	0	0
832	 389	 25	 3	37649	179	299660	56950	5584	7	2	3814	313
667	 332	 77	 16	27651	435	104610	35733	4585	13	9	1483	1569
969	 374	 42	 9	72111	382	466928	104126	1404	7	5	256	239
916	 430	 172	 54	43711	2172	424574	75534	15393	46	32	2738	1228
1017	 355	 7	 1	61827	163	312020	19846	3349	1	1	1116	1116
969	 374	 42	 8	72111	378	410858	96060	1293	7	5	200	238
330	 143	 71	 32	19082	572	353423	97786	808	24	22	558	306
595	 313	 3	 5	24382	30	12137	529	3842	2	3	523	526
1099	 459	 26	 5	73226	381	419666	38731	6170	4	3	3971	3017
1072	 440	 100	 26	75189	1144	616563	102912	14942	22	15	4329	3869
164	 74	 39	 12	14385	329	68815	581	221	16	7	113	33
544	 184	 14	 8	36451	158	65083	3223	1364	13	6	1815	962
958	 333	 0	 0	54126	0	0	0	0	0	0	0	0
292	 124	 15	 5	19211	136	289561	15060	4876	1	1	540	540
722	 386	 56	 29	31913	622	491358	88498	3131	16	21	601	566
159	 76	 101	 46	14063	831	818217	246161	205478	30	29	12067	3278
641	 234	 6	 2	35188	67	94277	9311	3491	1	1	1163	1163
1105	 439	 136	 46	48255	1683	958907	332830	23711	37	27	12617	6321
1002	 392	 143	 47	44996	1683	15961	3037	317	32	30	200	73
316	 117	 27	 6	21702	268	375965	48251	7288	4	3	5017	2841
894	 441	 23	 3	59164	281	402958	32201	2084	4	1	1085	35
644	 226	 133	 15	50705	1116	18153	2811	64	28	8	34	14
676	 199	 57	 5	34355	651	47250	6512	10	2	2	2	2
1026	 457	 19	 2	57683	119	111357	20423	4042	4	2	4012	2016
906	 395	 33	 7	55501	352	1157	95	21	2	2	2	2
402	 189	 49	 33	24107	374	226688	100556	7372	31	26	6596	2930
611	 237	 19	 5	36417	144	442463	101918	3976	7	2	3850	1848
341	 208	 6	 3	14486	34	103106	26891	8964	3	1	26649	8883
937	 334	 26	 2	54530	435	423098	20425	215	1	1	96	96
969	 374	 45	 11	72111	443	461345	103345	1443	11	8	241	247
780	 353	 75	 12	51922	517	118607	16371	8387	14	7	391	266
969	 374	 43	 10	72111	419	482267	109312	1526	10	7	224	241
969	 374	 43	 9	72111	437	444563	98507	1553	11	8	263	512
933	 367	 34	 5	70181	412	440188	36259	1530	6	2	3756	15
969	 374	 43	 10	72111	423	474202	108435	1556	10	7	265	295
969	 374	 43	 10	72111	406	431254	99001	1391	11	7	233	246
969	 374	 43	 10	72111	418	439507	102137	1400	10	7	183	240
1050	 477	 0	 0	73203	0	0	0	0	0	0	0	0
595	 168	 11	 1	30655	61	305912	12338	709	0	0	0	0
399	 230	 6	 8	16507	55	82401	7692	8792	4	5	4392	4393
814	 369	 28	 10	53824	202	9302	1559	1131	11	10	46	22
1087	 409	 47	 9	69936	506	644606	111316	9991	9	4	7036	3513
754	 273	 116	 13	45372	869	8628	1369	46	7	4	7	4
556	 321	 54	 31	22466	537	462038	95073	1532	21	25	536	328
814	 369	 35	 10	53824	227	21984	3163	2257	10	9	49	39
597	 318	 4	 10	24388	34	4014	189	276	3	9	67	233
675	 271	 21	 8	30733	154	50412	4277	592	15	7	491	175
326	 136	 107	 51	18330	947	10510	733	258	39	38	58	45
670	 345	 45	 17	29807	430	13057	1151	1932	11	12	61	58
744	 376	 86	 41	32996	995	242890	38665	931	26	26	50	113
1001	 434	 28	 3	55979	316	283635	14516	4824	2	2	1022	1022
322	 116	 70	 52	17310	664	181653	18341	12725	29	47	1558	1629
1032	 440	 29	 2	53446	447	4319	531	21	2	1	19	18
1032	 440	 76	 13	53446	1205	113301	15199	77	9	5	55	50
932	 392	 1	 1	58587	77	465	2	2	1	1	1	1
727	 280	 43	 6	42041	488	354796	36729	1605	3	4	759	866
727	 280	 43	 6	42041	488	358071	36563	1618	3	4	825	892
1004	 463	 8	 3	50742	59	84515	13472	6123	2	2	1224	3668
650	 323	 37	 6	29663	432	175047	18227	2198	3	1	39	13
618	 296	 133	 43	26871	1382	297029	129167	3955	33	22	218	146
515	 251	 4	 2	23630	50	57090	5189	3114	1	1	1037	1037
912	 373	 26	 0	46520	192	216304	31325	0	0	0	0	0
1050	 477	 0	 0	73203	0	0	0	0	0	0	0	0
550	 203	 39	 9	32551	352	556509	90595	8001	7	4	3092	847
733	 292	 5	 2	51753	63	121857	8704	3262	0	0	0	0
966	 440	 23	 4	66529	216	147507	18222	1103	3	2	2003	1006
824	 277	 58	 21	31940	409	338753	64399	3285	12	12	86	158
727	 375	 62	 28	35545	811	103304	10496	2856	18	20	1048	1408
779	 363	 9	 0	37285	139	219575	19523	0	0	0	0	0
849	 379	 133	 31	37186	1665	607346	38646	10945	18	14	974	834
285	 100	 51	 29	20433	899	98652	8026	6640	18	22	1887	2319
387	 122	 42	 4	19829	371	402447	68689	2695	9	3	5748	1515
496	 196	 74	 17	28667	779	642873	103317	11640	17	9	4256	1836
660	 260	 8	 1	36768	113	230607	4414	120	0	0	0	0
573	 234	 55	 5	30541	394	2743	544	23	8	3	8	3
411	 220	 146	 50	23786	1845	529537	125101	103563	39	30	2110	2989
703	 267	 112	 33	44160	1341	997591	74655	15204	23	18	3872	2654
821	 365	 4	 0	31916	23	29897	8047	0	0	0	0	0
867	 417	 5	 4	58766	50	612	17	8	1	1	1	1
230	 78	 55	 35	14087	519	429700	30118	12512	28	27	1940	2065
892	 409	 10	 4	60999	70	29524	4341	291	3	3	164	205
703	 267	 41	 12	44160	274	122890	17843	10411	17	7	4688	2475
897	 406	 139	 43	47422	1383	17716	4458	227	23	13	247	46
1081	 407	 0	 0	52213	0	0	0	0	0	0	0	0
943	 302	 27	 2	65874	439	363028	17999	269	1	1	118	118
959	 449	 59	 4	69567	522	3044	401	25	2	1	3	2
207	 81	 55	 35	13856	475	162843	14943	9111	30	29	1442	1538
949	 330	 0	 0	70053	0	0	0	0	0	0	0	0
919	 433	 8	 1	47741	178	290563	6022	159	0	0	0	0
910	 425	 93	 30	59270	943	489142	82900	12003	19	19	3997	4099
796	 380	 209	 74	33550	2687	330904	62369	9494	63	46	3755	782
616	 236	 120	 25	37538	1422	521340	203418	1308	29	15	1522	778
727	 280	 43	 6	42041	488	180666	18752	877	3	4	391	403
650	 233	 6	 2	41324	67	89792	8869	3326	1	1	1108	1108
583	 225	 43	 10	31035	363	969	125	22	2	2	2	2
703	 267	 42	 13	44160	295	3585608	301967	252019	17	8	32733	16532
38	 20	 16	 11	9597	146	33194	6301	3374	8	7	1363	1331
727	 280	 43	 6	42041	488	411256	42879	1753	3	4	813	876
557	 209	 2	 0	33984	10	12039	2408	0	0	0	0	0
499	 154	 126	 29	24796	1790	426946	51744	5720	24	16	743	558
677	 327	 93	 22	30180	960	6005	1131	96	20	9	39	16
350	 136	 13	 2	22106	138	278213	12348	1096	2	1	2050	1025
117	 69	 53	 27	11684	519	565131	125397	1517	22	22	387	157
15	 9	 3	 6	8686	27	2480	389	918	3	2	103	52
625	 301	 7	 1	25295	86	147941	11597	1058	0	0	0	0
591	 307	 28	 21	29671	283	6859	933	315	11	19	131	208
963	 428	 55	 9	54058	801	3770	304	28	4	3	7	6
664	 211	 26	 2	30072	363	311800	16244	404	1	1	254	254
582	 133	 6	 2	50486	47	108985	15398	2370	2	1	2366	1183
454	 248	 32	 14	22065	247	1820330	592405	149372	15	8	78	89
984	 457	 103	 19	51896	1296	104674	12117	672	13	10	121	112
804	 375	 119	 46	34014	1336	323555	45201	11786	29	28	6088	6611
497	 183	 147	 44	24250	1684	437260	22410	32148	26	25	1092	697
655	 245	 20	 1	37951	238	329360	23780	388	2	1	770	385
134	 51	 81	 25	13187	528	1149635	352936	29666	33	20	8206	11459
1031	 456	 8	 2	56752	128	268458	7716	1157	0	0	0	0
1038	 485	 9	 1	57712	139	280062	19516	3091	1	1	1030	1030
969	 374	 42	 9	72111	389	447704	96160	1582	7	5	264	356
969	 374	 42	 8	72111	378	467480	105422	1533	7	5	269	266
969	 374	 43	 10	72111	417	210392	47240	662	10	7	117	107
894	 441	 23	 3	59164	281	407532	32644	2115	4	1	710	41
513	 281	 0	 0	21388	0	0	0	0	0	0	0	0
832	 389	 25	 3	37649	179	285738	54129	5298	2	2	1067	1067
667	 332	 75	 15	27651	400	12020	3805	761	13	7	211	192
969	 374	 43	 10	72111	423	915063	268156	2822	11	8	1371	1254
916	 430	 183	 61	43711	2251	700496	183911	18136	51	33	9660	4178
1017	 355	 7	 1	61827	163	317405	20229	3406	1	1	1136	1136
969	 374	 42	 8	72111	406	520408	117175	1649	7	5	333	301
330	 143	 55	 30	19082	544	460570	104156	1960	20	20	698	359
595	 313	 3	 5	24382	30	21075	1236	5462	2	3	1231	1233
1099	 459	 28	 5	73226	389	457076	42554	6847	5	3	5129	3380
1072	 440	 75	 22	75189	886	570080	95809	14042	17	12	4008	3679
164	 74	 37	 12	14385	251	13030	158	59	19	8	38	15
544	 184	 14	 8	36451	158	67612	3306	1401	13	6	1713	980
958	 333	 0	 0	54126	0	0	0	0	0	0	0	0
292	 124	 15	 5	19211	136	281953	14631	4733	0	0	0	0
722	 386	 52	 29	31913	607	247825	42542	1820	16	21	324	332
159	 76	 101	 45	14063	801	869638	262244	220207	31	30	10193	3785
641	 234	 6	 2	35188	67	92888	9174	3440	1	1	1146	1146
1105	 439	 134	 50	48255	1618	905393	310175	24452	40	29	13625	9433
1002	 392	 164	 64	44996	2282	367754	82483	6837	41	39	5284	1343
316	 117	 27	 6	21702	268	213863	27473	4157	4	3	2847	1614
894	 441	 22	 3	59164	280	399893	31986	2160	0	0	0	0
644	 226	 162	 40	50705	1770	196617	64841	2056	27	18	165	126
676	 199	 111	 16	34355	1212	187843	25816	69	11	7	67	36
1026	 457	 19	 2	57683	119	114344	20950	4144	4	2	4096	2064
906	 395	 52	 5	55501	368	1046	156	16	1	1	1	1
402	 189	 50	 33	24107	372	511427	255810	8038	32	28	7304	3126
611	 237	 19	 5	36417	144	404308	93225	3599	3	2	2718	1685
341	 208	 6	 3	14486	34	29694	7069	2355	3	1	6990	2330
937	 334	 26	 2	54530	435	409484	19825	206	1	1	82	82
969	 374	 43	 10	72111	419	357038	79223	1233	11	7	197	244
780	 353	 75	 12	51922	504	116932	16095	9138	14	7	362	168
969	 374	 43	 10	72111	418	323898	72176	1036	10	7	194	188
969	 374	 43	 10	72111	419	196145	43066	598	10	7	125	89
933	 367	 39	 4	70181	447	472665	38163	1346	7	1	2116	20
969	 374	 43	 10	72111	423	448208	98015	1619	11	7	261	355
969	 374	 32	 3	72111	282	4951	986	14	0	0	0	0
969	 374	 41	 8	72111	387	134412	29449	392	7	5	100	62
1050	 477	 0	 0	73203	0	0	0	0	0	0	0	0
595	 168	 11	 1	30655	61	298754	11971	688	0	0	0	0
399	 230	 6	 8	16507	55	89794	8385	9575	4	5	4788	4786
